DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2021-12-12,Orlando Magic,94.0,Los Angeles Lakers,106.0
2021-12-13,Miami Heat,94.0,Cleveland Cavaliers,105.0
2021-12-13,Golden State Warriors,102.0,Indiana Pacers,100.0
2021-12-13,Sacramento Kings,101.0,Toronto Raptors,124.0
2021-12-13,Houston Rockets,132.0,Atlanta Hawks,126.0
2021-12-13,Milwaukee Bucks,103.0,Boston Celtics,117.0
2021-12-13,Philadelphia 76ers,91.0,Memphis Grizzlies,126.0
2021-12-13,Charlotte Hornets,96.0,Dallas Mavericks,120.0
2021-12-13,Washington Wizards,107.0,Denver Nuggets,113.0
2021-12-13,Phoenix Suns,95.0,Los Angeles Clippers,111.0
2021-12-14,Toronto Raptors,129.0,Brooklyn Nets,131.0
2021-12-14,Golden State Warriors,105.0,New York Knicks,96.0
2021-12-14,Phoenix Suns,111.0,Portland Trail Blazers,107.0
2021-12-15,Houston Rockets,89.0,Cleveland Cavaliers,124.0
2021-12-15,Atlanta Hawks,111.0,Orlando Magic,99.0
2021-12-15,Miami Heat,101.0,Philadelphia 76ers,96.0
2021-12-15,Los Angeles Lakers,107.0,Dallas Mavericks,104.0
2021-12-15,Indiana Pacers,99.0,Milwaukee Bucks,114.0
2021-12-15,New Orleans Pelicans,113.0,Oklahoma City Thunder,110.0
2021-12-15,Charlotte Hornets,131.0,San Antonio Spurs,115.0
2021-12-15,Minnesota Timberwolves,124.0,Denver Nuggets,107.0
2021-12-15,Memphis Grizzlies,113.0,Portland Trail Blazers,103.0
2021-12-15,Washington Wizards,105.0,Sacramento Kings,119.0
2021-12-15,Los Angeles Clippers,103.0,Utah Jazz,124.0
2021-12-16,Detroit Pistons,113.0,Indiana Pacers,122.0
2021-12-16,Philadelphia 76ers,105.0,Brooklyn Nets,114.0
2021-12-16,New York Knicks,116.0,Houston Rockets,103.0
2021-12-16,Washington Wizards,98.0,Phoenix Suns,118.0
2021-12-17,Miami Heat,115.0,Orlando Magic,105.0
2021-12-17,Denver Nuggets,133.0,Atlanta Hawks,115.0
2021-12-17,Golden State Warriors,111.0,Boston Celtics,107.0
2021-12-17,Milwaukee Bucks,112.0,New Orleans Pelicans,116.0
2021-12-17,San Antonio Spurs,128.0,Utah Jazz,126.0
2021-12-17,Los Angeles Lakers,92.0,Minnesota Timberwolves,110.0
2021-12-17,Charlotte Hornets,116.0,Portland Trail Blazers,125.0
2021-12-17,Memphis Grizzlies,124.0,Sacramento Kings,105.0
2021-12-18,Houston Rockets,116.0,Detroit Pistons,107.0
2021-12-18,New York Knicks,107.0,Boston Celtics,114.0
2021-12-18,Orlando Magic,100.0,Brooklyn Nets,93.0
2021-12-18,Golden State Warriors,100.0,Toronto Raptors,119.0
2021-12-18,Los Angeles Clippers,103.0,Oklahoma City Thunder,104.0
2021-12-18,Cleveland Cavaliers,119.0,Milwaukee Bucks,90.0
2021-12-18,Washington Wizards,109.0,Utah Jazz,103.0
2021-12-19,Miami Heat,90.0,Detroit Pistons,100.0
2021-12-19,Portland Trail Blazers,105.0,Memphis Grizzlies,100.0
2021-12-19,San Antonio Spurs,114.0,Sacramento Kings,121.0
2021-12-19,Los Angeles Lakers,110.0,Chicago Bulls,115.0
2021-12-19,Dallas Mavericks,105.0,Minnesota Timberwolves,111.0
2021-12-19,Charlotte Hornets,106.0,Phoenix Suns,137.0
2021-12-20,Philadelphia 76ers,108.0,Boston Celtics,103.0
2021-12-20,Houston Rockets,118.0,Chicago Bulls,133.0
2021-12-20,Oklahoma City Thunder,102.0,Memphis Grizzlies,99.0
2021-12-20,Charlotte Hornets,102.0,Utah Jazz,112.0
2021-12-20,Sacramento Kings,98.0,Golden State Warriors,113.0
2021-12-20,San Antonio Spurs,116.0,Los Angeles Clippers,92.0
2021-12-21,Indiana Pacers,96.0,Miami Heat,125.0
2021-12-21,Detroit Pistons,91.0,New York Knicks,105.0
2021-12-21,Portland Trail Blazers,97.0,New Orleans Pelicans,111.0
2021-12-21,Minnesota Timberwolves,102.0,Dallas Mavericks,114.0
2021-12-21,Phoenix Suns,108.0,Los Angeles Lakers,90.0
2021-12-22,Orlando Magic,104.0,Atlanta Hawks,98.0
2021-12-22,Cleveland Cavaliers,101.0,Boston Celtics,111.0
2021-12-22,Houston Rockets,106.0,Milwaukee Bucks,126.0
2021-12-22,Denver Nuggets,94.0,Oklahoma City Thunder,108.0
2021-12-22,Los Angeles Clippers,105.0,Sacramento Kings,89.0
2021-12-23,Houston Rockets,106.0,Indiana Pacers,118.0
2021-12-23,New Orleans Pelicans,110.0,Orlando Magic,104.0
2021-12-23,Atlanta Hawks,98.0,Philadelphia 76ers,96.0
2021-12-23,Detroit Pistons,112.0,Miami Heat,115.0
2021-12-23,Washington Wizards,124.0,New York Knicks,117.0
2021-12-23,Milwaukee Bucks,102.0,Dallas Mavericks,95.0
2021-12-23,Charlotte Hornets,115.0,Denver Nuggets,107.0
2021-12-23,Oklahoma City Thunder,101.0,Phoenix Suns,113.0
2021-12-23,Minnesota Timberwolves,116.0,Utah Jazz,128.0
2021-12-23,Memphis Grizzlies,104.0,Golden State Warriors,113.0
2021-12-23,San Antonio Spurs,138.0,Los Angeles Lakers,110.0
2021-12-25,Atlanta Hawks,87.0,New York Knicks,101.0
2021-12-25,Boston Celtics,113.0,Milwaukee Bucks,117.0
2021-12-25,Golden State Warriors,116.0,Phoenix Suns,107.0
2021-12-25,Brooklyn Nets,122.0,Los Angeles Lakers,115.0
2021-12-25,Dallas Mavericks,116.0,Utah Jazz,120.0
2021-12-26,Orlando Magic,83.0,Miami Heat,93.0
2021-12-26,Toronto Raptors,99.0,Cleveland Cavaliers,144.0
2021-12-26,Memphis Grizzlies,127.0,Sacramento Kings,102.0
2021-12-26,Philadelphia 76ers,117.0,Washington Wizards,96.0
2021-12-26,New Orleans Pelicans,112.0,Oklahoma City Thunder,117.0
2021-12-26,Detroit Pistons,109.0,San Antonio Spurs,144.0
2021-12-26,Indiana Pacers,105.0,Chicago Bulls,113.0
2021-12-26,Denver Nuggets,103.0,Los Angeles Clippers,100.0
2021-12-27,Houston Rockets,99.0,Charlotte Hornets,123.0
2021-12-27,Chicago Bulls,130.0,Atlanta Hawks,118.0
2021-12-27,Boston Celtics,103.0,Minnesota Timberwolves,108.0
2021-12-27,Utah Jazz,110.0,San Antonio Spurs,104.0
2021-12-27,Memphis Grizzlies,114.0,Phoenix Suns,113.0
2021-12-27,Dallas Mavericks,132.0,Portland Trail Blazers,117.0
2021-12-27,Brooklyn Nets,124.0,Los Angeles Clippers,108.0
2021-12-28,Milwaukee Bucks,127.0,Orlando Magic,110.0
2021-12-28,Washington Wizards,112.0,Miami Heat,119.0
2021-12-28,Philadelphia 76ers,114.0,Toronto Raptors,109.0
2021-12-28,Los Angeles Lakers,132.0,Houston Rockets,123.0
2021-12-28,New York Knicks,96.0,Minnesota Timberwolves,88.0
2021-12-28,Cleveland Cavaliers,104.0,New Orleans Pelicans,108.0
2021-12-28,Denver Nuggets,89.0,Golden State Warriors,86.0
2021-12-28,Oklahoma City Thunder,111.0,Sacramento Kings,117.0
2021-12-29,New York Knicks,94.0,Detroit Pistons,85.0
2021-12-29,Charlotte Hornets,116.0,Indiana Pacers,108.0
2021-12-29,Los Angeles Clippers,91.0,Boston Celtics,82.0
2021-12-29,Atlanta Hawks,117.0,Chicago Bulls,131.0
2021-12-29,Los Angeles Lakers,99.0,Memphis Grizzlies,104.0
2021-12-29,Oklahoma City Thunder,97.0,Phoenix Suns,115.0
2021-12-29,Utah Jazz,120.0,Portland Trail Blazers,105.0
2021-12-29,Dallas Mavericks,94.0,Sacramento Kings,95.0
2021-12-30,Philadelphia 76ers,110.0,Brooklyn Nets,102.0
2021-12-30,Milwaukee Bucks,136.0,Orlando Magic,118.0
2021-12-30,Cleveland Cavaliers,93.0,Washington Wizards,110.0
2021-12-31,Phoenix Suns,108.0,Boston Celtics,123.0
2021-12-31,Chicago Bulls,108.0,Indiana Pacers,106.0
2021-12-31,Dallas Mavericks,112.0,Sacramento Kings,96.0
2021-12-31,Miami Heat,120.0,Houston Rockets,110.0
2021-12-31,Atlanta Hawks,121.0,Cleveland Cavaliers,118.0
2021-12-31,Los Angeles Clippers,108.0,Toronto Raptors,116.0
2021-12-31,San Antonio Spurs,105.0,Memphis Grizzlies,118.0
2021-12-31,New York Knicks,80.0,Oklahoma City Thunder,95.0
2021-12-31,Minnesota Timberwolves,108.0,Utah Jazz,120.0
2021-12-31,Portland Trail Blazers,106.0,Los Angeles Lakers,139.0
2022-01-01,New Orleans Pelicans,113.0,Milwaukee Bucks,136.0
2022-01-01,San Antonio Spurs,116.0,Detroit Pistons,117.0
2022-01-01,Chicago Bulls,120.0,Washington Wizards,119.0
2022-01-01,Los Angeles Clippers,120.0,Brooklyn Nets,116.0
2022-01-01,Denver Nuggets,124.0,Houston Rockets,111.0
2022-01-01,Golden State Warriors,123.0,Utah Jazz,116.0
2022-01-02,New York Knicks,105.0,Toronto Raptors,120.0
2022-01-02,Orlando Magic,111.0,Boston Celtics,116.0
2022-01-02,Indiana Pacers,104.0,Cleveland Cavaliers,108.0
2022-01-02,Miami Heat,113.0,Sacramento Kings,115.0
2022-01-02,Phoenix Suns,133.0,Charlotte Hornets,99.0
2022-01-02,Dallas Mavericks,95.0,Oklahoma City Thunder,86.0
2022-01-02,Minnesota Timberwolves,103.0,Los Angeles Lakers,108.0
2022-01-03,Houston Rockets,113.0,Philadelphia 76ers,133.0
2022-01-03,Charlotte Hornets,121.0,Washington Wizards,124.0
2022-01-03,Memphis Grizzlies,118.0,Brooklyn Nets,104.0
2022-01-03,Orlando Magic,98.0,Chicago Bulls,102.0
2022-01-03,Detroit Pistons,115.0,Milwaukee Bucks,106.0
2022-01-03,Utah Jazz,115.0,New Orleans Pelicans,104.0
2022-01-03,Denver Nuggets,89.0,Dallas Mavericks,103.0
2022-01-03,Miami Heat,108.0,Golden State Warriors,115.0
2022-01-03,Atlanta Hawks,131.0,Portland Trail Blazers,136.0
2022-01-03,Minnesota Timberwolves,122.0,Los Angeles Clippers,104.0
2022-01-04,Memphis Grizzlies,110.0,Cleveland Cavaliers,106.0
2022-01-04,San Antonio Spurs,104.0,Toronto Raptors,129.0
2022-01-04,Indiana Pacers,94.0,New York Knicks,104.0
2022-01-04,Phoenix Suns,123.0,New Orleans Pelicans,110.0
2022-01-04,Sacramento Kings,114.0,Los Angeles Lakers,122.0
2022-01-05,Detroit Pistons,111.0,Charlotte Hornets,140.0
2022-01-05,Philadelphia 76ers,116.0,Orlando Magic,106.0
2022-01-05,Houston Rockets,114.0,Washington Wizards,111.0
2022-01-05,San Antonio Spurs,99.0,Boston Celtics,97.0
2022-01-05,Golden State Warriors,82.0,Dallas Mavericks,99.0
2022-01-05,Brooklyn Nets,129.0,Indiana Pacers,121.0
2022-01-05,Toronto Raptors,117.0,Milwaukee Bucks,111.0
2022-01-05,Oklahoma City Thunder,90.0,Minnesota Timberwolves,98.0
2022-01-05,Utah Jazz,115.0,Denver Nuggets,109.0
2022-01-05,Miami Heat,115.0,Portland Trail Blazers,109.0
2022-01-05,Atlanta Hawks,108.0,Sacramento Kings,102.0
2022-01-06,Boston Celtics,105.0,New York Knicks,108.0
2022-01-06,Detroit Pistons,88.0,Memphis Grizzlies,118.0
2022-01-06,Golden State Warriors,96.0,New Orleans Pelicans,101.0
2022-01-06,Los Angeles Clippers,89.0,Phoenix Suns,106.0
2022-01-07,San Antonio Spurs,100.0,Philadelphia 76ers,119.0
2022-01-07,Milwaukee Bucks,121.0,Brooklyn Nets,109.0
2022-01-07,Utah Jazz,108.0,Toronto Raptors,122.0
2022-01-07,Washington Wizards,122.0,Chicago Bulls,130.0
2022-01-07,Dallas Mavericks,130.0,Houston Rockets,106.0
2022-01-07,Minnesota Timberwolves,135.0,Oklahoma City Thunder,105.0
2022-01-07,Sacramento Kings,111.0,Denver Nuggets,121.0
2022-01-07,Atlanta Hawks,118.0,Los Angeles Lakers,134.0
2022-01-07,Cleveland Cavaliers,114.0,Portland Trail Blazers,101.0
2022-01-08,Memphis Grizzlies,123.0,Los Angeles Clippers,108.0
2022-01-08,Milwaukee Bucks,106.0,Charlotte Hornets,114.0
2022-01-08,Orlando Magic,92.0,Detroit Pistons,97.0
2022-01-08,Utah Jazz,113.0,Indiana Pacers,125.0
2022-01-08,New York Knicks,75.0,Boston Celtics,99.0
2022-01-08,Miami Heat,123.0,Phoenix Suns,100.0
2022-01-09,San Antonio Spurs,119.0,Brooklyn Nets,121.0
2022-01-09,Atlanta Hawks,93.0,Los Angeles Clippers,106.0
2022-01-09,Washington Wizards,102.0,Orlando Magic,100.0
2022-01-09,New Orleans Pelicans,101.0,Toronto Raptors,105.0
2022-01-09,Minnesota Timberwolves,141.0,Houston Rockets,123.0
2022-01-09,Denver Nuggets,99.0,Oklahoma City Thunder,95.0
2022-01-09,Chicago Bulls,99.0,Dallas Mavericks,113.0
2022-01-09,Cleveland Cavaliers,82.0,Golden State Warriors,96.0
2022-01-09,Sacramento Kings,88.0,Portland Trail Blazers,103.0
2022-01-09,Memphis Grizzlies,127.0,Los Angeles Lakers,119.0
2022-01-10,Milwaukee Bucks,99.0,Charlotte Hornets,103.0
2022-01-10,Utah Jazz,116.0,Detroit Pistons,126.0
2022-01-10,Indiana Pacers,98.0,Boston Celtics,101.0
2022-01-10,San Antonio Spurs,96.0,New York Knicks,111.0
2022-01-10,Philadelphia 76ers,111.0,Houston Rockets,91.0
2022-01-10,Brooklyn Nets,108.0,Portland Trail Blazers,114.0
2022-01-10,Cleveland Cavaliers,109.0,Sacramento Kings,108.0
2022-01-11,Oklahoma City Thunder,118.0,Washington Wizards,122.0
2022-01-11,Phoenix Suns,99.0,Toronto Raptors,95.0
2022-01-11,Detroit Pistons,87.0,Chicago Bulls,133.0
2022-01-11,Golden State Warriors,108.0,Memphis Grizzlies,116.0
2022-01-11,Minnesota Timberwolves,125.0,New Orleans Pelicans,128.0
2022-01-11,Denver Nuggets,85.0,Los Angeles Clippers,87.0
2022-01-12,Boston Celtics,119.0,Indiana Pacers,100.0
2022-01-12,Charlotte Hornets,109.0,Philadelphia 76ers,98.0
2022-01-12,Orlando Magic,106.0,Washington Wizards,112.0
2022-01-12,Miami Heat,115.0,Atlanta Hawks,91.0
2022-01-12,Dallas Mavericks,85.0,New York Knicks,108.0
2022-01-12,Houston Rockets,128.0,San Antonio Spurs,124.0
2022-01-12,Cleveland Cavaliers,111.0,Utah Jazz,91.0
2022-01-12,Brooklyn Nets,138.0,Chicago Bulls,112.0
2022-01-12,Los Angeles Lakers,116.0,Sacramento Kings,125.0
2022-01-13,Golden State Warriors,99.0,Milwaukee Bucks,118.0
2022-01-13,Minnesota Timberwolves,108.0,Memphis Grizzlies,116.0
2022-01-13,Los Angeles Clippers,89.0,New Orleans Pelicans,113.0
2022-01-13,Oklahoma City Thunder,130.0,Brooklyn Nets,109.0
2022-01-13,Portland Trail Blazers,108.0,Denver Nuggets,140.0
2022-01-14,Orlando Magic,116.0,Charlotte Hornets,109.0
2022-01-14,Toronto Raptors,87.0,Detroit Pistons,103.0
2022-01-14,Phoenix Suns,112.0,Indiana Pacers,94.0
2022-01-14,Boston Celtics,99.0,Philadelphia 76ers,111.0
2022-01-14,Golden State Warriors,138.0,Chicago Bulls,96.0
2022-01-14,Atlanta Hawks,118.0,Miami Heat,124.0
2022-01-14,Cleveland Cavaliers,114.0,San Antonio Spurs,109.0
2022-01-14,Dallas Mavericks,112.0,Memphis Grizzlies,85.0
2022-01-14,Houston Rockets,114.0,Sacramento Kings,126.0
2022-01-15,Toronto Raptors,103.0,Milwaukee Bucks,96.0
2022-01-15,Portland Trail Blazers,115.0,Washington Wizards,110.0
2022-01-15,New York Knicks,117.0,Atlanta Hawks,108.0
2022-01-15,New Orleans Pelicans,105.0,Brooklyn Nets,120.0
2022-01-15,Philadelphia 76ers,109.0,Miami Heat,98.0
2022-01-15,Cleveland Cavaliers,107.0,Oklahoma City Thunder,102.0
2022-01-15,Chicago Bulls,112.0,Boston Celtics,114.0
2022-01-15,Los Angeles Clippers,94.0,San Antonio Spurs,101.0
2022-01-15,Los Angeles Lakers,96.0,Denver Nuggets,133.0
2022-01-15,Orlando Magic,92.0,Dallas Mavericks,108.0
2022-01-16,Phoenix Suns,135.0,Detroit Pistons,108.0
2022-01-16,Houston Rockets,118.0,Sacramento Kings,112.0
2022-01-16,Utah Jazz,125.0,Denver Nuggets,102.0
2022-01-16,Golden State Warriors,99.0,Minnesota Timberwolves,119.0
2022-01-17,New Orleans Pelicans,92.0,Boston Celtics,104.0
2022-01-17,Charlotte Hornets,97.0,New York Knicks,87.0
2022-01-17,Philadelphia 76ers,98.0,Washington Wizards,117.0
2022-01-17,Brooklyn Nets,107.0,Cleveland Cavaliers,114.0
2022-01-17,Indiana Pacers,133.0,Los Angeles Clippers,139.0
2022-01-17,Chicago Bulls,106.0,Memphis Grizzlies,119.0
2022-01-17,Milwaukee Bucks,114.0,Atlanta Hawks,121.0
2022-01-17,Portland Trail Blazers,98.0,Orlando Magic,88.0
2022-01-17,Toronto Raptors,99.0,Miami Heat,104.0
2022-01-17,Oklahoma City Thunder,102.0,Dallas Mavericks,104.0
2022-01-17,Phoenix Suns,121.0,San Antonio Spurs,107.0
2022-01-17,Utah Jazz,95.0,Los Angeles Lakers,101.0
2022-01-18,Minnesota Timberwolves,112.0,New York Knicks,110.0
2022-01-18,Detroit Pistons,86.0,Golden State Warriors,102.0
2022-01-19,Orlando Magic,110.0,Philadelphia 76ers,123.0
2022-01-19,Brooklyn Nets,119.0,Washington Wizards,118.0
2022-01-19,Minnesota Timberwolves,122.0,Atlanta Hawks,134.0
2022-01-19,Charlotte Hornets,111.0,Boston Celtics,102.0
2022-01-19,Portland Trail Blazers,92.0,Miami Heat,104.0
2022-01-19,Cleveland Cavaliers,104.0,Chicago Bulls,117.0
2022-01-19,Memphis Grizzlies,114.0,Milwaukee Bucks,126.0
2022-01-19,Toronto Raptors,98.0,Dallas Mavericks,102.0
2022-01-19,Oklahoma City Thunder,96.0,San Antonio Spurs,118.0
2022-01-19,Houston Rockets,116.0,Utah Jazz,111.0
2022-01-19,Los Angeles Clippers,128.0,Denver Nuggets,130.0
2022-01-19,Detroit Pistons,133.0,Sacramento Kings,131.0
2022-01-19,Indiana Pacers,111.0,Los Angeles Lakers,104.0
2022-01-20,Phoenix Suns,109.0,Dallas Mavericks,101.0
2022-01-20,New Orleans Pelicans,102.0,New York Knicks,91.0
2022-01-20,Indiana Pacers,121.0,Golden State Warriors,117.0
2022-01-21,Oklahoma City Thunder,98.0,Charlotte Hornets,121.0
2022-01-21,Los Angeles Lakers,116.0,Orlando Magic,105.0
2022-01-21,Los Angeles Clippers,102.0,Philadelphia 76ers,101.0
2022-01-21,Miami Heat,108.0,Atlanta Hawks,110.0
2022-01-21,Portland Trail Blazers,109.0,Boston Celtics,105.0
2022-01-21,Chicago Bulls,90.0,Milwaukee Bucks,94.0
2022-01-21,Toronto Raptors,109.0,Washington Wizards,105.0
2022-01-21,Brooklyn Nets,117.0,San Antonio Spurs,102.0
2022-01-21,Memphis Grizzlies,122.0,Denver Nuggets,118.0
2022-01-21,Detroit Pistons,101.0,Utah Jazz,111.0
2022-01-21,Houston Rockets,103.0,Golden State Warriors,105.0
2022-01-22,Sacramento Kings,127.0,Milwaukee Bucks,133.0
2022-01-22,Oklahoma City Thunder,87.0,Cleveland Cavaliers,94.0
2022-01-22,Indiana Pacers,103.0,Phoenix Suns,113.0
2022-01-23,Los Angeles Clippers,102.0,New York Knicks,110.0
2022-01-23,Boston Celtics,116.0,Washington Wizards,87.0
2022-01-23,Los Angeles Lakers,107.0,Miami Heat,113.0
2022-01-23,Chicago Bulls,95.0,Orlando Magic,114.0
2022-01-23,Portland Trail Blazers,114.0,Toronto Raptors,105.0
2022-01-23,Atlanta Hawks,113.0,Charlotte Hornets,91.0
2022-01-23,Philadelphia 76ers,115.0,San Antonio Spurs,109.0
2022-01-23,Memphis Grizzlies,91.0,Dallas Mavericks,104.0
2022-01-23,Detroit Pistons,111.0,Denver Nuggets,117.0
2022-01-23,Brooklyn Nets,125.0,Minnesota Timberwolves,136.0
2022-01-23,Utah Jazz,92.0,Golden State Warriors,94.0
2022-01-24,New York Knicks,93.0,Cleveland Cavaliers,95.0
2022-01-24,Indiana Pacers,113.0,New Orleans Pelicans,117.0
2022-01-24,Chicago Bulls,111.0,Oklahoma City Thunder,110.0
2022-01-24,Utah Jazz,109.0,Phoenix Suns,115.0
2022-01-25,Denver Nuggets,110.0,Detroit Pistons,105.0
2022-01-25,New Orleans Pelicans,107.0,Philadelphia 76ers,117.0
2022-01-25,Charlotte Hornets,113.0,Toronto Raptors,125.0
2022-01-25,Los Angeles Clippers,116.0,Washington Wizards,115.0
2022-01-25,Sacramento Kings,75.0,Boston Celtics,128.0
2022-01-25,Los Angeles Lakers,106.0,Brooklyn Nets,96.0
2022-01-25,San Antonio Spurs,134.0,Houston Rockets,104.0
2022-01-25,Dallas Mavericks,92.0,Golden State Warriors,130.0
2022-01-25,Minnesota Timberwolves,109.0,Portland Trail Blazers,107.0
2022-01-26,Milwaukee Bucks,99.0,Cleveland Cavaliers,115.0
2022-01-26,Charlotte Hornets,158.0,Indiana Pacers,126.0
2022-01-26,Los Angeles Clippers,111.0,Orlando Magic,102.0
2022-01-26,Sacramento Kings,104.0,Atlanta Hawks,121.0
2022-01-26,New York Knicks,96.0,Miami Heat,110.0
2022-01-26,Denver Nuggets,124.0,Brooklyn Nets,118.0
2022-01-26,Toronto Raptors,105.0,Chicago Bulls,111.0
2022-01-26,Memphis Grizzlies,118.0,San Antonio Spurs,110.0
2022-01-26,Dallas Mavericks,132.0,Portland Trail Blazers,112.0
2022-01-26,Phoenix Suns,105.0,Utah Jazz,97.0
2022-01-27,Los Angeles Lakers,87.0,Philadelphia 76ers,105.0
2022-01-27,Minnesota Timberwolves,115.0,Golden State Warriors,124.0
2022-01-28,Detroit Pistons,103.0,Orlando Magic,119.0
2022-01-28,Boston Celtics,92.0,Atlanta Hawks,108.0
2022-01-28,Los Angeles Lakers,114.0,Charlotte Hornets,117.0
2022-01-28,Portland Trail Blazers,125.0,Houston Rockets,110.0
2022-01-28,Utah Jazz,109.0,Memphis Grizzlies,119.0
2022-01-28,Los Angeles Clippers,114.0,Miami Heat,121.0
2022-01-28,Denver Nuggets,116.0,New Orleans Pelicans,105.0
2022-01-28,Indiana Pacers,113.0,Oklahoma City Thunder,110.0
2022-01-28,Chicago Bulls,122.0,San Antonio Spurs,131.0
2022-01-28,Minnesota Timberwolves,124.0,Phoenix Suns,134.0
2022-01-28,New York Knicks,108.0,Milwaukee Bucks,123.0
2022-01-29,Indiana Pacers,105.0,Dallas Mavericks,132.0
2022-01-29,Boston Celtics,107.0,New Orleans Pelicans,97.0
2022-01-29,Sacramento Kings,101.0,Philadelphia 76ers,103.0
2022-01-29,Washington Wizards,95.0,Memphis Grizzlies,115.0
2022-01-29,Toronto Raptors,124.0,Miami Heat,120.0
2022-01-29,Brooklyn Nets,106.0,Golden State Warriors,110.0
2022-01-30,Los Angeles Lakers,121.0,Atlanta Hawks,129.0
2022-01-30,Los Angeles Clippers,115.0,Charlotte Hornets,90.0
2022-01-30,Portland Trail Blazers,116.0,Chicago Bulls,130.0
2022-01-30,Cleveland Cavaliers,105.0,Detroit Pistons,115.0
2022-01-30,Denver Nuggets,136.0,Milwaukee Bucks,100.0
2022-01-30,Dallas Mavericks,108.0,Orlando Magic,110.0
2022-01-30,Utah Jazz,106.0,Minnesota Timberwolves,126.0
2022-01-30,San Antonio Spurs,110.0,Phoenix Suns,115.0
2022-01-31,New Orleans Pelicans,90.0,Cleveland Cavaliers,93.0
2022-01-31,Los Angeles Clippers,116.0,Indiana Pacers,122.0
2022-01-31,Memphis Grizzlies,119.0,Philadelphia 76ers,122.0
2022-01-31,Toronto Raptors,106.0,Atlanta Hawks,100.0
2022-01-31,Miami Heat,92.0,Boston Celtics,122.0
2022-01-31,Sacramento Kings,96.0,New York Knicks,116.0
2022-01-31,Golden State Warriors,122.0,Houston Rockets,108.0
2022-01-31,Portland Trail Blazers,81.0,Oklahoma City Thunder,98.0
2022-02-01,New Orleans Pelicans,111.0,Detroit Pistons,101.0
2022-02-01,Washington Wizards,98.0,Milwaukee Bucks,112.0
2022-02-01,Miami Heat,106.0,Toronto Raptors,110.0
2022-02-01,Orlando Magic,115.0,Chicago Bulls,126.0
2022-02-01,Denver Nuggets,115.0,Minnesota Timberwolves,130.0
2022-02-01,Golden State Warriors,124.0,San Antonio Spurs,120.0
2022-02-01,Brooklyn Nets,111.0,Phoenix Suns,121.0
2022-02-02,Orlando Magic,119.0,Indiana Pacers,118.0
2022-02-02,Washington Wizards,106.0,Philadelphia 76ers,103.0
2022-02-02,Charlotte Hornets,107.0,Boston Celtics,113.0
2022-02-02,Memphis Grizzlies,120.0,New York Knicks,108.0
2022-02-02,Cleveland Cavaliers,104.0,Houston Rockets,115.0
2022-02-02,Oklahoma City Thunder,120.0,Dallas Mavericks,114.0
2022-02-02,Brooklyn Nets,101.0,Sacramento Kings,112.0
2022-02-02,Denver Nuggets,104.0,Utah Jazz,108.0
2022-02-02,Portland Trail Blazers,94.0,Los Angeles Lakers,99.0
2022-02-03,Minnesota Timberwolves,128.0,Detroit Pistons,117.0
2022-02-03,Miami Heat,112.0,San Antonio Spurs,95.0
2022-02-03,Phoenix Suns,115.0,Atlanta Hawks,124.0
2022-02-03,Chicago Bulls,120.0,Toronto Raptors,127.0
2022-02-03,Sacramento Kings,114.0,Golden State Warriors,126.0
2022-02-03,Los Angeles Lakers,110.0,Los Angeles Clippers,111.0
2022-02-04,Cleveland Cavaliers,102.0,Charlotte Hornets,101.0
2022-02-04,Boston Celtics,102.0,Detroit Pistons,93.0
2022-02-04,Chicago Bulls,122.0,Indiana Pacers,115.0
2022-02-04,Atlanta Hawks,114.0,Toronto Raptors,125.0
2022-02-04,Houston Rockets,106.0,San Antonio Spurs,131.0
2022-02-04,New Orleans Pelicans,113.0,Denver Nuggets,105.0
2022-02-04,Brooklyn Nets,102.0,Utah Jazz,125.0
2022-02-04,Philadelphia 76ers,98.0,Dallas Mavericks,107.0
2022-02-04,Oklahoma City Thunder,96.0,Portland Trail Blazers,93.0
2022-02-05,Memphis Grizzlies,135.0,Orlando Magic,115.0
2022-02-05,Miami Heat,104.0,Charlotte Hornets,86.0
2022-02-05,Phoenix Suns,95.0,Washington Wizards,80.0
2022-02-05,New York Knicks,115.0,Los Angeles Lakers,122.0
2022-02-05,Milwaukee Bucks,137.0,Portland Trail Blazers,108.0
2022-02-05,Oklahoma City Thunder,103.0,Sacramento Kings,113.0
2022-02-06,Philadelphia 76ers,119.0,Chicago Bulls,108.0
2022-02-06,Brooklyn Nets,104.0,Denver Nuggets,124.0
2022-02-06,Detroit Pistons,105.0,Minnesota Timberwolves,118.0
2022-02-06,Indiana Pacers,85.0,Cleveland Cavaliers,98.0
2022-02-06,Atlanta Hawks,94.0,Dallas Mavericks,103.0
2022-02-06,Boston Celtics,116.0,Orlando Magic,83.0
2022-02-06,New Orleans Pelicans,120.0,Houston Rockets,107.0
2022-02-06,Milwaukee Bucks,137.0,Los Angeles Clippers,113.0
2022-02-07,Toronto Raptors,116.0,Charlotte Hornets,101.0
2022-02-07,Miami Heat,121.0,Washington Wizards,100.0
2022-02-07,Phoenix Suns,127.0,Chicago Bulls,124.0
2022-02-07,Golden State Warriors,110.0,Oklahoma City Thunder,98.0
2022-02-07,New York Knicks,104.0,Utah Jazz,113.0
2022-02-08,Phoenix Suns,114.0,Philadelphia 76ers,109.0
2022-02-08,Indiana Pacers,112.0,Atlanta Hawks,133.0
